model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
national_anchored,165,calibration,217.0,34.0,141.0,142.0,6.0,13.0,24.0,21.02245611369374,NaN
national_anchored,166,reference,182.0,32.0,160.0,157.0,11.0,12.0,23.0,NaN,NaN
national_anchored,167,calibration,206.0,38.0,102.0,181.0,10.0,14.0,26.0,22.267461767357627,NaN
national_anchored,168,reference,231.0,37.0,76.0,183.0,9.0,12.0,29.0,NaN,NaN
national_anchored,169,calibration,210.0,31.0,146.0,152.0,8.0,13.0,17.0,17.244490671067506,NaN
national_anchored,170,reference,176.0,39.0,143.0,172.0,10.0,13.0,24.0,NaN,NaN
national_anchored,171,calibration,209.0,37.0,107.0,173.0,9.0,13.0,29.0,18.152068206345167,NaN
national_anchored,172,reference,190.0,24.0,200.0,121.0,10.0,12.0,20.0,NaN,NaN
national_anchored,173,calibration,190.0,29.0,144.0,167.0,11.0,14.0,22.0,15.09765515823398,NaN
national_anchored,174,reference,233.0,19.0,120.0,157.0,9.0,12.0,27.0,NaN,NaN
national_anchored,175,calibration,214.0,38.0,103.0,170.0,9.0,12.0,31.0,20.662528071785022,NaN
national_anchored,176,reference,211.0,43.0,93.0,183.0,10.0,12.0,25.0,NaN,NaN
national_anchored,177,calibration,194.0,40.0,111.0,178.0,9.0,14.0,31.0,19.318789619908213,NaN
national_anchored,178,reference,215.0,26.0,129.0,164.0,8.0,12.0,23.0,NaN,NaN
national_anchored,179,calibration,213.0,29.0,149.0,142.0,9.0,13.0,22.0,21.62311051347483,NaN
national_anchored,180,reference,219.0,40.0,93.0,176.0,8.0,14.0,27.0,NaN,NaN
national_anchored,181,calibration,227.0,40.0,87.0,178.0,8.0,12.0,25.0,34.754665483548024,NaN
national_anchored,182,reference,218.0,40.0,105.0,167.0,10.0,13.0,24.0,NaN,NaN
national_anchored,183,calibration,231.0,34.0,100.0,162.0,10.0,14.0,26.0,27.994379374653835,NaN
national_anchored,184,reference,217.0,25.0,165.0,126.0,9.0,13.0,22.0,NaN,NaN
national_anchored,185,calibration,218.0,38.0,113.0,158.0,11.0,13.0,26.0,17.97578850626137,NaN
national_anchored,186,reference,183.0,34.0,141.0,168.0,9.0,13.0,29.0,NaN,NaN
national_anchored,187,calibration,213.0,36.0,146.0,136.0,10.0,12.0,24.0,23.70012123204391,NaN
national_anchored,188,reference,160.0,48.0,123.0,191.0,9.0,15.0,31.0,NaN,NaN
national_anchored,189,calibration,232.0,45.0,69.0,184.0,12.0,11.0,24.0,52.0822775256831,NaN
national_anchored,190,reference,214.0,29.0,160.0,134.0,10.0,11.0,19.0,NaN,NaN
national_anchored,191,calibration,170.0,30.0,199.0,137.0,12.0,13.0,16.0,54.65449197253774,NaN
national_anchored,192,reference,191.0,34.0,146.0,159.0,10.0,13.0,24.0,NaN,NaN
national_anchored,193,calibration,208.0,39.0,115.0,170.0,9.0,13.0,23.0,14.737197317032642,NaN
national_anchored,194,reference,224.0,25.0,130.0,151.0,11.0,13.0,23.0,NaN,NaN
national_anchored,195,calibration,206.0,29.0,150.0,146.0,9.0,13.0,24.0,18.945992041982,NaN
national_anchored,196,reference,191.0,37.0,128.0,172.0,10.0,13.0,26.0,NaN,NaN
national_anchored,197,calibration,228.0,29.0,93.0,177.0,6.0,13.0,31.0,32.40822737768086,NaN
national_anchored,198,reference,193.0,39.0,98.0,192.0,10.0,13.0,32.0,NaN,NaN
national_anchored,199,calibration,254.0,37.0,83.0,154.0,10.0,12.0,27.0,52.532334589153464,NaN
national_anchored,200,reference,224.0,36.0,116.0,157.0,10.0,11.0,23.0,NaN,NaN
national_anchored,201,calibration,169.0,30.0,188.0,142.0,9.0,13.0,26.0,45.37898041102706,NaN
national_anchored,202,reference,223.0,46.0,75.0,181.0,10.0,14.0,28.0,NaN,NaN
national_anchored,203,calibration,244.0,29.0,72.0,183.0,10.0,11.0,28.0,54.952650556997824,NaN
national_anchored,204,reference,195.0,33.0,144.0,156.0,11.0,13.0,25.0,NaN,NaN
national_anchored,205,calibration,235.0,45.0,90.0,163.0,10.0,13.0,21.0,36.37861109521474,NaN
national_anchored,206,reference,208.0,21.0,181.0,130.0,7.0,12.0,18.0,NaN,NaN
national_anchored,207,calibration,218.0,30.0,144.0,145.0,10.0,12.0,18.0,21.056956888786612,NaN
national_anchored,208,reference,198.0,21.0,150.0,161.0,9.0,12.0,26.0,NaN,NaN
national_anchored,209,calibration,188.0,19.0,214.0,116.0,8.0,13.0,19.0,71.61837321195229,NaN
national_anchored,210,reference,205.0,38.0,110.0,175.0,11.0,12.0,26.0,NaN,NaN
national_anchored,211,calibration,212.0,37.0,141.0,140.0,10.0,13.0,24.0,20.604880809765763,NaN
national_anchored,212,reference,193.0,35.0,146.0,158.0,9.0,12.0,24.0,NaN,NaN
national_anchored,213,calibration,165.0,45.0,129.0,185.0,10.0,14.0,29.0,30.62170606638477,NaN
national_anchored,214,reference,183.0,29.0,157.0,158.0,10.0,13.0,27.0,NaN,NaN
national_anchored,215,calibration,203.0,35.0,134.0,159.0,10.0,13.0,23.0,12.18863139496575,NaN
national_anchored,216,reference,208.0,26.0,171.0,126.0,8.0,13.0,25.0,NaN,NaN
national_anchored,217,calibration,176.0,26.0,179.0,153.0,9.0,12.0,22.0,35.03475531324473,NaN
national_anchored,218,reference,182.0,47.0,114.0,187.0,12.0,11.0,24.0,NaN,NaN
national_anchored,219,calibration,220.0,37.0,99.0,171.0,11.0,12.0,27.0,23.79745602281439,NaN
national_anchored,220,reference,199.0,46.0,94.0,183.0,11.0,13.0,31.0,NaN,NaN
national_anchored,221,calibration,204.0,41.0,105.0,175.0,10.0,14.0,28.0,19.477639943260638,NaN
national_anchored,222,reference,215.0,44.0,98.0,174.0,10.0,13.0,23.0,NaN,NaN
national_anchored,223,calibration,201.0,42.0,110.0,173.0,9.0,13.0,29.0,17.394888482761996,NaN
national_anchored,224,reference,210.0,39.0,126.0,158.0,11.0,12.0,21.0,NaN,NaN
national_anchored,225,calibration,195.0,35.0,140.0,162.0,9.0,13.0,23.0,12.880490874792688,NaN
national_anchored,226,reference,220.0,39.0,125.0,140.0,11.0,12.0,30.0,NaN,NaN
national_anchored,227,calibration,148.0,20.0,219.0,147.0,7.0,13.0,23.0,77.47327887828436,NaN
